FieldName,FieldID,CenterRA,CenterDec,Nepochs,Nused,SpatialCalibCoefs_1,SpatialCalibCoefs_2,SpatialCalibCoefs_3,SpatialCalibCoefs_4,SpatialCalibCoefs_5,SpatialCalibCoefs_6,PMCalibCoefs_1,PMCalibCoefs_2,PMCalibCoefs_3,PMCalibCoefs_4,PMCalibCoefs_5,PMCalibCoefs_6,KMTGAIAPMRSTDRA,KMTGAIAPMRSTDDec,MeanGaiaPlx,MeanGaiaPlxErr
BLG17,77,266.3539,-32.92755,7762,6753,-2.30444137904436e-06,3.10446774988021e-08,3.73177060286784e-08,1.93684473722124e-06,4.64910511111426,-0.574960936187172,-288.384890276881,-44.3955608021928,73.8804917128838,382.924440926469,-4.35164220132394,-3.89061852648822,0.800147613049526,0.678685824588692,0.190614240781304,0.0977983951428571
BLG17,78,266.7595,-33.92958,7788,6780,-6.3355282346944e-07,5.18232152920444e-07,-4.70722385376481e-07,3.85978510195695e-06,4.65603646516047,-0.592800459501096,-368.148074782229,-2.68535093170771,-187.579080652628,397.768038133276,-2.93853795415033,-5.16587732766455,2.83326377381322,3.44482458556414,0.163212871657172,0.113016371375
BLG17,79,264.969675,-33.47043,7616,6624,-2.25403922816498e-06,2.57265210751212e-08,5.2125033793109e-08,1.94809373698745e-06,4.62496159300632,-0.584444519973404,-331.854056022259,25.8860018107406,27.8377583904149,423.177219774228,-2.83274209272227,-4.2032203124698,0.781435807123193,0.457297303395085,0.204432873004683,0.103459660730769
BLG18,80,266.41767,-26.0323,8522,6677,-6.18257643733433e-07,7.19167667033574e-08,4.98460696015009e-07,3.12858702783273e-06,4.64988241547805,-0.45483639827802,-375.898747064351,-135.120070968873,29.4582461152931,224.253915581024,-2.49411707112564,-3.01569347614383,1.44040818956026,2.33821915233429,0.212859683799182,0.118063880359551
BLG18,81,266.29956,-25.74014,8428,6654,-2.17008518602783e-06,-9.21678239505042e-09,1.18109217363539e-07,1.95629425458838e-06,4.64808938407583,-0.449545708283337,-325.426116158522,1.489828032806,73.0165484198148,472.571727516374,-3.16095435358663,0.107053471509223,1.77466737021562,2.1836380488888,0.129880285006414,0.122668519442308
BLG18,82,265.806695,-25.77152,8535,6686,-1.29719826707784e-06,-1.75193413951259e-07,6.16152193044385e-07,2.92247987044204e-06,4.63931587043488,-0.450218499397604,60.8046479903866,183.364790359885,216.78804804697,325.298701959398,2.23598168958055,3.53747132883127,3.07009129903636,2.7471615934029,0.157196832225188,0.149563658377778
BLG18,83,265.96181,-26.950155,8454,6618,-2.15944910489184e-06,4.39715322895099e-08,4.30459650612865e-08,1.92910225416299e-06,4.64216473268796,-0.4706590215538,-411.684619307455,-8.21662316369296,18.2376404439686,390.43640318622,-1.94465856901784,-5.16240106861653,0.210759115701797,0.772870978771501,0.141814356305559,0.111363990090909
BLG18,84,265.92681,-27.0118,8520,6676,-2.16658952642437e-06,5.6747971394031e-08,1.19571139633626e-07,2.06164186962665e-06,4.64167816273845,-0.471791918542101,-418.108299097907,-44.5874272241541,24.1896017655874,390.366552146662,-3.29760041263265,-4.31565269842434,1.4145670815897,0.513259471694808,0.193845789149412,0.129536757333333
BLG18,85,266.035845,-26.91491,8511,6670,-2.17306375815345e-06,7.57566361554318e-09,-2.09756464132931e-08,1.93527525044882e-06,4.64354959947722,-0.470020397513473,-529.796605942546,-41.2446524886868,-138.070117519315,212.654107708097,-1.90907701297015,-2.78947601978117,0.727570429045326,1.61743744159155,0.235043386827077,0.112635461542857
BLG19,86,266.37685,-24.14657,8643,6640,-5.62298324934044e-07,4.7946101500093e-07,-8.83750228681036e-08,3.25761129596176e-06,4.64917818428355,-0.421966295977124,-120.840299286234,310.58084853287,-300.252519202457,-115.654072978907,-2.07714991268787,-2.04539394555464,2.85188398026531,4.77179181705185,0.293881930478835,0.106048133961538
BLG19,87,267.237355,-24.16324,8691,6675,-2.02125555152778e-06,1.38775437560294e-08,-6.7536644578303e-08,2.03098005917584e-06,4.66453840407895,-0.422027243662936,-484.885695367094,-63.5162815800895,-74.616306576286,337.400749931281,-1.14902314867124,-3.58659541573628,1.22469963488955,0.728651667416038,0.156515324506738,0.125778414144444
BLG19,88,266.08829,-24.76677,8426,6462,-2.12629751718167e-06,4.7010034584873e-09,2.15137570957077e-09,1.9352500515351e-06,4.64440641481749,-0.432553110212119,-424.009275829826,5.98108418021911,-32.3613642110387,404.475623852657,-3.2359241285222,-4.02258654100615,0.595176232995918,0.77206379575709,0.273323512537195,0.137302862405405
BLG20,89,267.38113,-22.1949,2707,2467,-2.01746846393613e-06,5.90349194037222e-08,4.80422975875782e-07,2.18190650730598e-06,4.66694857856325,-0.387661234177601,-654.500941825707,87.0381898754568,-196.59464749165,533.768192208148,-3.19826910617752,-5.74250556258954,1.36631446087886,0.828153516147694,0.162209121899088,0.108618415
BLG20,90,266.96587,-23.05139,2663,2427,-1.92849273078094e-06,4.40194496982395e-08,1.87844604394817e-07,2.10857220076784e-06,4.65967628365241,-0.402644919797972,-95.8164334317899,90.5005944408859,179.4992513105,110.253271464625,-3.39748584091625,-3.24706818221661,1.29060966902975,2.46519853506922,0.197643704267227,0.114579104657143
BLG20,91,266.69687,-22.80556,2638,2398,-1.89754434885403e-06,1.66992614099992e-08,-2.4887560137705e-07,2.12633430097561e-06,4.65504213935373,-0.398370182802619,-346.095476434533,-48.7547521803097,-37.5473131767819,252.632084731522,-2.2837797664072,-3.42019222606333,0.975786464275924,0.680902100738167,0.276539182013664,0.1181722385
BLG20,92,265.86644,-23.37842,2711,2467,-1.46854163515584e-06,-1.68239771169783e-07,4.52993762325918e-07,3.48917623214072e-06,4.64040240638219,-0.408521820316439,-353.753937855885,17.1949455883689,206.464226962244,433.66426508903,-3.2792173070136,-3.72820725577115,2.15505762171387,1.08913265000663,0.140780954335427,0.10406611625
BLG20,93,265.40408,-23.10557,2651,2416,-2.0387515579283e-06,1.71692334376717e-08,-2.98877035644536e-08,1.90911764112062e-06,4.6324918642207,-0.403559365137071,-308.335816725695,3.10852216011952,-45.357097911513,418.859271916206,-2.83366267888441,-4.84891909984811,1.0676743790535,0.786051170741,0.20687026147155,0.0977090120958904
BLG21,94,267.44,-34.83781,3263,2676,-1.93217971667263e-06,-6.59468061478701e-09,1.40824944168882e-07,2.05524206667338e-06,4.66803042228461,-0.608348951328282,65.6314085022901,11.4994346489307,351.500576095078,195.286725337774,-2.14704818292318,-2.87391776171968,0.72063598805135,0.851136058080246,0.281972162526628,0.15329881675
BLG21,95,269.71471,-35.06825,3255,2670,-2.25297324235715e-06,-1.28443124376471e-08,2.11677420618778e-09,2.01506225292202e-06,4.7077607777762,-0.612346277869848,-393.4616391522,53.0764561216818,10.380137466009,412.847055155855,-0.491547663893802,-5.24399911591045,1.00577920186891,0.630965007886161,0.221760180666207,0.10230658325641
BLG21,96,267.46792,-35.77064,3175,2603,-2.32504315519095e-06,3.3768547007443e-08,7.00545919247107e-09,1.91289319601967e-06,4.66852442120933,-0.624582992864638,-304.460352119585,-45.1820480319452,51.2334378949476,360.848277168288,-3.27679610358966,-5.27859300512208,0.935681772894913,0.598058113319869,0.219846506300883,0.108070617605263
BLG22,97,268.39983,-32.75081,7496,6652,-2.26837382973386e-06,5.91406197092442e-08,-3.52672424053227e-07,2.2865802389416e-06,4.6848890006883,-0.571964311090309,-246.106648627721,94.8030210759234,46.8352462379084,156.024692231609,-2.76964300297808,-4.07048809772506,1.09308370127668,1.58106542136807,0.138436638037884,0.134518572958333
BLG22,98,268.33021,-32.43153,7335,6521,-2.07328957566968e-06,4.15950717609337e-09,-1.45973204695588e-07,2.14534708691711e-06,4.68357405528719,-0.566344875708209,-387.162755617171,28.7214695266832,-13.8771597230491,341.638487491095,-3.12737260945889,-5.44471976562866,1.58808964944503,1.46823381529427,0.125701616816977,0.130306499473684
BLG22,99,268.16142,-32.490375,7285,6461,-2.27791562663547e-06,3.98540406793616e-09,2.78394840218663e-08,1.89242268268716e-06,4.68063845461689,-0.56733610661949,-229.27713188006,-288.73598378585,29.1058112981251,98.5522960412109,-0.40881804850267,-3.52097339035875,7.71570307644964e-16,9.56747181479756e-16,0.64598372570889,0.136654153333333
BLG22,100,269.37017,-33.67461,7491,6647,-2.03729209770478e-06,-1.58807406037699e-07,-8.27486035445756e-08,2.68373909615591e-06,4.70172688911997,-0.588115689430158,-212.575088165632,3.58219879904456,40.867192890632,351.918147688119,-1.95158408036685,-4.70728771946368,1.27424026085775,1.02991652135877,0.335232281899109,0.132763693321429
BLG32,102,273.54362,-27.72197,3367,2558,-1.95148274531909e-06,-1.28323940076337e-06,4.24997082470946e-07,3.15417592661515e-06,4.77461535350028,-0.48410461083932,-31.7319623342923,-198.345905739314,34.1011991376814,-23.8636360177157,-0.0378162663737705,0.803236798740328,1.02641724515892,2.57072873065285,0.190478202774778,0.105402182833333
BLG32,103,271.75625,-28.25161,3338,2532,-2.24867109669952e-06,2.27955828689631e-08,2.66508337324113e-07,2.05738860901485e-06,4.74334921835729,-0.493388074730008,-132.807977929535,-164.54024008604,205.528513482541,225.101379990327,-2.80798843067546,-5.35773205920851,1.25208581582915,1.74054112581341,0.235556699985416,0.123629227914286
BLG34,104,270.11,-32.005805,3433,2692,-2.30587660403438e-06,8.63940664169875e-09,5.4221557934547e-08,1.98443699755211e-06,4.7146342267281,-0.558906563463352,-247.149160152225,-61.4898502958877,52.0958110548739,393.077461098794,-3.14948168595588,-5.03281913835526,1.04519629927926,1.14738695472512,0.218005319485436,0.100287235090909
BLG34,105,270.37687,-32.68631,3354,2628,-2.16674424562044e-06,3.66449344974099e-08,6.85273361436856e-08,1.95801884400223e-06,4.71931174979768,-0.570778695769615,-39.502090730242,127.68523203437,70.8161400978077,279.591140453396,-1.26709883198669,-3.93321508511156,1.40228675938053,1.62193567011745,0.263997925561047,0.11980916224
BLG34,106,270.159165,-32.275485,3398,2668,-2.1490382290826e-06,3.14817735875196e-08,3.95093647459056e-08,2.02741256379966e-06,4.71546774548783,-0.563615118974504,-190.408131913515,-262.182123850641,161.261314840818,202.723823608443,-3.67462780584758,-5.29447560639927,1.64140249662571,1.91371333373632,0.311245733189556,0.10407552423913
BLG35,107,270.71088,-25.24977,3340,2516,-2.15561254514408e-06,4.39456399018771e-10,8.98029400056698e-08,1.92847032056119e-06,4.72509904124746,-0.440978349308518,-397.477749229553,-6.85297290927976,16.0063519797965,364.830420842997,-1.08956892543441,-2.52903727096033,0.455969792993124,0.476412320273393,0.271375439039568,0.109759555536585
BLG35,108,271.95969,-25.57786,3410,2572,-2.03408909628213e-06,5.29907205848685e-10,-2.01428158859078e-07,2.14923516162665e-06,4.74689610371203,-0.446750139794711,-369.09314938116,-11.7643317154378,65.0298871982043,396.390665616363,-0.260062097979968,-3.72151477421212,0.893474837584323,0.755943246309427,0.171803375503337,0.131796029
BLG35,109,272.155,-26.62892,3402,2567,-1.92426885590569e-06,-7.96874798560282e-08,-3.12096039003727e-07,2.03846043719782e-06,4.75031213498299,-0.465061177525457,-335.957006364562,-44.9457782376044,174.801839485978,305.509559411492,-2.34901975447489,-4.63716756382801,1.25913526686278,0.918898173907945,0.236558531471543,0.0952408449428571
BLG35,110,270.44671,-26.53314,3330,2503,-2.14038208761295e-06,1.95722578154951e-08,-8.36773445039898e-09,1.9246248758619e-06,4.72050679150136,-0.463383305739572,-375.623597639778,7.3442313616931,-21.7425047880737,361.051639983654,-2.40610807988096,-4.43718610532859,1.08792569592904,0.91418045084429,0.208042197733824,0.106679064671875
BLG35,111,270.03595,-26.3198,3315,2491,-2.10116391917774e-06,3.32938683853074e-08,-1.31230308738572e-07,1.93894296946397e-06,4.71331556346273,-0.459659100724246,-380.705365566699,-45.9927488842865,49.6368664348751,339.842389952072,-1.41140252941884,-2.52077789823316,0.30280719535562,0.522149808967369,0.290709847659409,0.100046008862069
BLG36,112,274.001165,-23.44569,85,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
BLG36,113,274.09242,-24.22758,1927,1218,-2.13930358538527e-06,-9.59936825920358e-09,3.57255735154844e-07,2.03597018298955e-06,4.78408721260687,-0.423157734022214,-540.749841289692,-159.780010916238,91.3859900261654,389.202722077891,-2.51093937937735,-4.47480276223736,1.25141435001052,0.949946643848458,0.271654310094095,0.0928798193103448
BLG37,114,266.02162,-34.59756,3724,2868,-1.97622345515646e-06,2.08114416524645e-09,1.93236948576754e-07,2.33376422389614e-06,4.64325694085205,-0.604202100939969,-191.274054297197,-102.004789480736,94.638831069263,356.193207035423,-1.69762688375491,-3.74837974693028,1.45380642670229,1.63690755573836,0.167477734592582,0.111691528109756
BLG37,115,265.7003,-35.1788,3713,2861,-2.25968999842769e-06,2.59764788965883e-09,-3.38858680953223e-08,2.10510143869465e-06,4.63769225273187,-0.614334387527966,-435.539082719595,-1.81772812700197,-52.8064332742779,362.956196697899,-2.57184753017442,-4.40955035740955,0.885983569054839,0.707826452664528,0.170091665890908,0.106362427281553
BLG37,117,267.07692,-35.46597,3660,2826,-2.03533517456314e-06,5.46704182153176e-08,-1.66094722988354e-07,2.31075439863623e-06,4.66168303749675,-0.619361155086584,-350.371666657401,-93.1672196198336,90.987424381849,163.194624705216,-3.15577370460551,-2.95874855320568,1.17697378620914,1.53318555676695,0.289832834736805,0.1188330486
BLG37,118,265.32882,-35.949285,3706,2856,-2.35758617609441e-06,2.78155314246976e-08,-1.35993302541395e-09,1.91094568379507e-06,4.63119957896072,-0.627761108386624,-302.468938976295,-21.9560704305217,17.5347918611396,376.394251988204,-2.74691619055432,-4.10846995906736,1.45129207007105,0.811692683651491,0.219132579213656,0.107855035894737
BLG01,121,267.96544,-30.32962,14654,12305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.833694464755613,0.07341499
BLG41,122,267.96521,-30.32974,14120,12764,-2.09153746533846e-06,2.53712077560975e-10,1.10813276649462e-08,2.15416715177128e-06,4.67717787228667,-0.529655109256781,-395.855673322919,20.5605615762588,13.1815499362244,398.837480798228,-1.84194817573469,-5.38288698588162,1.06896024307628,0.826950658802492,0.102167660602888,0.119368097384615
BLG01,123,269.53046,-30.61931,15002,13299,-2.02687008959228e-06,-1.28975574917201e-08,-2.77645682749805e-07,2.27366298141806e-06,4.70449273238377,-0.534713081390165,-237.163305698602,42.9196991922457,-12.5552048115237,392.927018652264,0.223544410775796,-4.74284044263937,2.74154109633102,0.673772980606526,0.443651090353224,0.120031767857143
BLG41,124,269.53044,-30.619295,14447,13079,-2.22741849979265e-06,-1.6053231482494e-08,6.66109484016465e-08,1.97646861226644e-06,4.70446526803832,-0.534663099915008,-385.060435875799,39.3280881670955,45.3548618469322,392.639842891478,-2.45830832717928,-4.34981762477465,0.929229448043976,0.828591677269228,0.464397427922525,0.132080347315789
BLG41,125,269.42492,-31.11728,14306,12944,-2.22054724427673e-06,2.76525092429415e-10,1.04506082363089e-09,1.99914902274419e-06,4.70268017109408,-0.543386856795075,-367.470613595794,29.5239130428439,4.19496184033953,372.781417749453,-2.1533514042887,-5.12378875932252,0.979923854282465,0.969010937297102,0.157162774160915,0.113697964537313
BLG41,126,268.76654,-31.087165,14663,13268,-2.16507545233364e-06,-1.29860479219201e-07,-2.71787785646994e-08,2.37937512751796e-06,4.69117875097102,-0.542922711219599,-423.557784116466,113.63926210548,-82.5449654654683,437.483881964303,-2.65093157066984,-5.16532083921208,0.754797069553642,1.20919562524108,0.26191822373479,0.116463239205128
BLG01,127,269.39913,-31.87158,14874,13186,-1.07840999573603e-06,-1.36532048465195e-07,-3.38852900066064e-07,2.74957178537936e-06,4.70207808930547,-0.556650376878448,-227.590340776735,-205.836702438063,48.1265043685726,37.85394225375,-0.786609227717616,-3.69080968341781,4.95184554698403,3.2290063404691,0.206556904819849,0.109156421857143
BLG41,128,269.399105,-31.87161,14300,12937,-2.21420460612456e-06,-3.24839991349252e-08,-2.16169627448905e-08,2.06423888289457e-06,4.70221922234443,-0.556544572746313,-338.82007727777,31.6825652237658,26.9944266940997,430.613759617298,-2.43580466906707,-4.76895004842836,0.67200858576434,0.778251110434762,0.227747931573738,0.107805463052632
BLG41,129,268.57392,-31.44072,7450,6582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.91596911612621,5.43710418544848,0.250722499914522,0.123030635
BLG41,131,268.27733,-31.57133,14326,12968,-2.26965331995604e-06,4.63590710528436e-09,-3.34894158610958e-10,1.93184720750631e-06,4.68265034874266,-0.551302774530222,-604.242654755107,-1.94039807865723,-26.1339916209869,414.257994942166,-3.94577305543574,-4.3191971439251,0.796372392460711,0.916790709630555,0.209281751530979,0.107766930166667
BLG43,132,269.30846,-28.97447,13872,12371,-1.62906343696932e-07,-2.83456768529609e-07,-3.76905706753001e-07,3.72825925943802e-06,4.7004600291423,-0.506251570311601,10.897688294068,-262.200932709955,150.467926058611,-1.61418858667632,-1.02529149937928,-3.67645756527421,2.18195028029654,3.51494562487907,0.153951790519489,0.11029051237037
BLG02,133,269.16762,-29.39594,15347,13307,-1.24122914159172e-06,-4.18980669860007e-07,7.87764689696291e-07,4.24768705154953e-06,4.6979520995931,-0.51365183070014,346.072777942612,324.810000794751,297.64859513156,537.883281050726,-3.44034743076672,-6.02746268103726,3.78116391999089,3.84733568395541,0.199185226673572,0.110040959157895
BLG42,134,269.16758,-29.39611,14772,13236,-2.48687576585479e-07,-4.25395126252617e-07,-1.9850791478162e-07,3.75345095164936e-06,4.69793248753612,-0.513528212488753,139.996967194672,227.02067177845,55.9989571092217,9.93100365650941,-0.99585717831731,-3.8067831697624,2.68009283458074,2.65320090290864,0.174136020744355,0.108943950972603
BLG02,135,268.94158,-29.35553,15341,13293,-1.64645146910593e-06,-4.79723105769449e-08,2.36524881737321e-07,2.80672268709881e-06,4.6941742818192,-0.51276163764666,-111.616888281004,121.814313551115,133.334186291995,202.584162181636,-1.6624414382343,-4.00130222897097,1.97887441255235,2.13085748587389,0.183221856949495,0.108700462064935
BLG42,136,268.94175,-29.35536,14755,13219,-1.85015591171226e-06,-1.02778315802311e-07,1.53031528707265e-07,2.6473266297382e-06,4.69419901718517,-0.512735501594362,-15.6005364081498,-61.8558014155956,46.8856488348375,129.520805442167,-0.674979834482232,-3.02185720083842,2.41269778395757,2.13281703101615,0.229315642491154,0.11362411092
BLG03,137,271.26675,-27.659955,15140,13132,4.50508752901352e-07,-6.28248583498015e-07,-5.08838162154388e-07,3.58589769678096e-06,4.73451782652637,-0.483250389559687,-114.703099634786,-178.958328129849,-113.127270714435,-420.135218359315,-0.369641750457047,0.0639786186632365,2.32562829544789,4.34216826605923,0.250526898741186,0.099622895
BLG43,138,271.26642,-27.65989,14315,12770,-1.72328704127772e-06,3.97501218608891e-08,-2.1982954345349e-07,2.48192756633227e-06,4.73477197536837,-0.483144209717974,-325.874186126608,-11.2022745738007,3.64771900616934,338.956417187882,-2.39146879452512,-3.87870430469231,1.73124710041259,1.05947981787808,0.320511748342348,0.108910624547619
BLG43,139,270.498295,-27.05172,13846,12350,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.29639067700198,3.57950244290963,0.328982839965525,0.0896169015
BLG43,140,271.2944,-28.858585,14391,12838,-1.44604693389869e-06,-1.33413483577028e-07,5.10876279919673e-07,2.39661163575524e-06,4.73514724639956,-0.504023295718553,-44.3361975287215,212.636146573309,202.477246745162,14.7344175625977,-2.09661927459276,-5.45532676533714,1.99011162187854,2.94238247091268,0.158268970815653,0.108294997836735
BLG03,141,270.90717,-28.68931,15376,13333,-2.83833197964808e-06,-1.34036226305506e-06,1.78635279932643e-06,3.45501614097223e-06,4.72831123248509,-0.501129017756983,915.725060901411,435.541517736413,1121.69565500231,332.463199199314,-3.88269049234608,-0.237451336865416,3.36415149842117,4.03643133090906,0.45112368721728,0.109183003416667
BLG43,142,270.90721,-28.68931,14518,12954,5.62138053114034e-07,-3.71081085275057e-07,7.55009013340832e-07,2.58304945482283e-06,4.72808560068927,-0.501027761666696,-154.958003412424,-265.612447834752,237.992989435167,263.286518405044,-3.03875222219547,-5.31641819442534,3.06595106306722,2.8938328738614,0.340588654734502,0.116323409833333
BLG02,143,268.355395,-29.64318,14948,12950,-1.44672856330828e-06,-6.95029822386243e-08,-2.23671673356221e-07,2.82251757033082e-06,4.6839401132532,-0.517761939939126,-48.9751687348387,-7.24238726093007,-82.138587476464,-177.752220543056,-3.08899112883776,-5.07419804001628,3.02561486629994,3.43657644010324,0.117959515982877,0.170746371183908
BLG04,144,269.78971,-30.128365,7241,5713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0.488210520759914,0.15445611
BLG18,145,265.61025,-26.27916,8623,6755,-2.04781503546238e-06,-1.1488686011704e-08,1.54797824537067e-07,2.12768814470223e-06,4.63600046630502,-0.458975619066934,-280.61183756801,74.1103904150253,-16.1981994533121,417.596710907684,-4.08037565168518,-4.37180406671365,1.45027692390516,0.995224995596063,0.197959836385567,0.112522280323529
BLG37,146,265.97857,-35.91164,3704,2855,-1.47683153752462e-06,-1.01847504367272e-06,1.66490374837216e-06,7.38277994969092e-06,4.64225237554375,-0.627489100885384,-186.288006988989,-26.6481742874575,17.3427471897448,388.189806355437,-2.79607322134775,-4.60770870180594,2.795267862377,1.59330436058435,0.158851871629746,0.1025542209
BLG43,147,270.52871,-27.94111,14030,12514,-1.64053911465738e-06,4.53310236398358e-09,-1.05743326929985e-07,2.71511704915224e-06,4.72187369220272,-0.488062310046674,-420.499784708615,-13.6030511871361,-112.600962422615,285.695306162506,-3.54319922390623,-5.31543576333814,1.75187896329274,1.88075524165428,0.185153097063985,0.0986027519223301
BLG22,148,267.47931,-33.443785,7193,6377,-2.2214102375583e-06,3.64065448784807e-08,-2.69337325326142e-08,1.97806646894724e-06,4.66875281508876,-0.583972780907711,-338.991519530364,100.081136721741,-25.4521019404449,409.419726376061,-3.21486358567452,-4.37665334062173,1.08758385468285,1.21665600503795,0.129142015412441,0.108985951841584
BLG01,149,268.45604,-30.36733,14755,13075,-1.16023088057506e-06,-3.15506739829808e-07,2.74659382029832e-06,6.80501353979326e-06,4.68519366514582,-0.530841478624927,-282.710572699838,-10.0927175027812,-126.099156989857,121.932507248348,-1.51645150603278,-3.02913980033299,1.38161482813022,2.61500102262639,0.160269529725336,0.122485455416667
BLG01,150,268.528805,-30.178315,14462,12821,-6.00983159569292e-07,-2.14455771343456e-09,2.65906047425453e-07,3.40639215390984e-06,4.68674564742201,-0.527239688558141,-330.78363926152,16.387144449386,50.6400059233927,290.49966934244,-1.79501611069185,-4.8686414846586,3.31357546535252,3.59971433459313,0.126831522153736,0.126344954247423
BLG01,151,269.19563,-30.972,15190,13466,-7.07143718954459e-07,2.30792808020116e-07,-7.98412379299745e-07,4.28620150062486e-06,4.69855509208913,-0.541199290028584,-516.443535084289,-351.876468940059,-264.366734013747,-230.840037619534,0.228799885175631,-0.756827932078822,4.79553761811604,3.27803471651823,0.224793563831261,0.114797739285714
BLG41,152,269.19563,-30.972,14605,13219,-2.05276524362479e-06,-1.87331194260826e-08,-1.73167790674879e-07,2.76948606027997e-06,4.69869594952078,-0.540962053998883,-304.17044320109,79.086845686985,106.949444478418,368.907394054764,-3.14048888336533,-4.94284156888458,1.85104016444314,1.79801037838737,0.274580596234213,0.120601364918919
BLG01,153,268.67006,-31.031905,14804,13119,1.45370429336556e-06,-1.48582694122295e-08,-5.60047626303901e-07,1.99864834861955e-06,4.68940161946218,-0.541910101786609,621.818638460106,-139.644704884421,148.479005861932,31.5310512613821,-1.98792046856869,-0.500860891378468,1.72831748912472e-15,1.29623811684354e-15,0.1157068431828,0.091471155
BLG01,154,268.91471,-31.31039,14533,12808,-2.56516908041374e-07,-3.1620283253526e-06,-2.09325799922552e-06,8.08667502952904e-06,4.69361168759427,-0.546751084191865,-428.081975173074,-66.2636407691305,-317.232378174025,301.072376087597,-2.63954453489561,-4.11419602478468,1.96460994246893,1.42554925978087,0.0786746729590997,0.101032312166667
BLG41,156,267.86475,-31.44883,13873,12554,-2.31602987128651e-06,2.77609287127713e-08,-6.97769519980694e-08,1.95139446783515e-06,4.6754797121792,-0.549195104652283,-256.401463153942,-99.646785474443,-30.6549051538934,43.0260960344645,-2.56707659557045,-2.74710666077352,0.828730687212785,1.42194453288743,0.262816704631297,0.11395347205
BLG01,157,267.95654,-31.26072,15149,13430,-1.77913085545868e-06,1.23686126606388e-07,-3.68830075917623e-07,2.77861483328879e-06,4.67707071251097,-0.546088135403044,-269.805586180951,-78.7994443426803,-83.8305062971355,136.864402558684,-0.20316979764191,-4.56635559998639,2.77284486671454,1.06966473798433,0.274270997313249,0.102607256809524
BLG02,158,268.391275,-28.56145,15524,13461,-2.16775070707287e-06,6.40377813503264e-09,4.54831198726339e-08,2.02569636337695e-06,4.68463433963008,-0.498806776391193,-350.137519884547,10.7408895172498,32.2978507793136,402.899729945211,-1.79483135421568,-3.5865798959435,0.863528750997207,0.768053956407031,0.191631035511826,0.1062424281625
BLG42,159,268.39095,-28.561555,14903,13364,-2.14898626458854e-06,2.0309503251347e-08,-1.77703347838453e-07,2.05005869770219e-06,4.68466244832111,-0.498813502237348,-376.288290273226,-35.5074328442631,33.9249006679172,413.220623970368,-1.8820108158505,-3.98725687217684,0.838616604413614,0.909315436110608,0.129654915219452,0.107068387875
BLG02,160,267.84432,-28.46538,15364,13318,-2.12485100382963e-06,2.77956696230667e-08,-1.06896289666676e-07,1.99483324084347e-06,4.67510228055527,-0.497121741989662,-229.885950111262,-188.722998932488,315.39725467114,121.419580838192,-2.28331669802945,-2.67245201269893,0.812696286687138,1.57932216406576,0.327355354679467,0.103635725648649
BLG42,161,267.844365,-28.46551,14753,13225,-2.13066521261245e-06,8.20917901298192e-09,-5.6885577367556e-08,1.95405171503322e-06,4.67509511714549,-0.497111985778423,-170.457989201102,-60.7569559868058,279.825901220152,197.828886400446,-1.57257836527422,-3.00560016713613,1.14581124034715,0.961651848260942,0.302425330112335,0.103375814829787
BLG02,162,269.40458,-28.75686,14948,12946,2.23613761536353e-07,6.93355784093197e-08,3.84893708775251e-07,3.2868814018098e-06,4.70187995842669,-0.502378963948504,5.63662283984413,-22.6044275674511,217.193277770242,16.9763344038935,0.584488899418219,-3.28789106907,2.8904637092263,3.16320231062734,0.132080111484754,0.109367969802083
BLG03,163,269.40454,-28.75686,14719,12750,-1.46490688953406e-06,-1.62307128722652e-08,1.9855469616244e-07,2.89236888408652e-06,4.70218824983583,-0.502332143859581,-63.567895193593,-3.07546053847234,70.950909449528,86.3086298541592,0.197242757727349,-2.78294500673249,2.65666049733651,2.81113143211305,0.148606128007385,0.112047855351145
BLG42,164,269.40458,-28.756905,14346,12850,8.25356209576937e-08,2.17107200310916e-08,1.4415813518472e-07,3.34376670842941e-06,4.7019609758817,-0.5024057391648,-242.142543473132,-0.420962772761222,49.8368706292595,3.90643341961432,-2.31753302702461,-3.12156707133443,3.23703836563501,3.05682403851292,0.147150207744203,0.109575680327189
BLG43,165,269.4045,-28.75689,13896,12388,-7.88423822837806e-07,-1.24638995397797e-07,7.64871817831535e-08,3.2748518720439e-06,4.70210558829665,-0.502376468049964,13.0325830708959,-119.958214488445,-101.900232968807,-146.380753992451,-1.19603656219062,-3.41000842048476,2.91078991220802,3.43285968910949,0.147200509461959,0.113671478183908
BLG02,166,269.10025,-28.0279,14859,12874,-2.40669528151217e-06,4.75794476901236e-08,-3.32568804540651e-07,2.01255995312529e-06,4.69705197464048,-0.489469138025803,-317.542168005674,27.3209150462672,49.9774911165207,328.673332542584,-0.523397583813595,-5.39251892568001,0.553576644146517,0.573214998949908,0.28356050886325,0.115433992785714
